no	name	kind	entries	growth rate	rareness	attacks learned	hp	atkk	def	speed	spattk	spdef	base exp	breeding compa	egg moves	gender	happiness	steps to hatch	wild items	effort points	abilities	types	tmshms
307	MEDITITE	Meditate Pokémon	"Through yoga training, it has honed its sixth sense. Its movements are elegant."	"Medium (max: 1,000,000 EXP)"	180	"  1,117,  4, 96,  8, 93, 11,197, 15,237, 18,170, 22,364, 25,347, 29,395, 32,136, 36,244, 39,379, 43,179, 46,105"	30	40	55	60	40	55	91	"8,8"	"7, 9, 8, 193, 252, 226, 223, 384, 385, 427, 418"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	Pure Power	FIGHTING/PSYCHIC	01    04  06  08  1011        161718    21          27  2930313233          39    42434445            52      56  58  60            67    70            7778  80  828384858687    90          H4  H6    
308	MEDICHAM	Meditate Pokémon	"Using electricity stored in its fur, it stimulates its muscles to heighten its reaction speed."	"Medium (max: 1,000,000 EXP)"	90	"  1,  7,  1,  9,  1,  8,  1,117,  1, 96,  1, 93,  1,197,  4, 96,  8, 93, 11,197, 15,237, 18,170, 22,364, 25,347, 29,395, 32,136, 36,244, 42,379, 49,179, 55,105"	60	60	75	80	60	75	153	"8,8"		"50% female, 50% male"	70	5120	","	"0,0,0,2,0,0"	Pure Power	FIGHTING/PSYCHIC	01    04  06  08  1011      15161718    21          27  2930313233          39    42434445            5253    56  58  60            6768  70            7778  80  828384858687    90          H4  H6    
309	ELECTRIKE	Lightning Pokémon	It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.	"Slow (max: 1,250,000 EXP)"	120	"  1, 33,  4, 86,  9, 43, 12,336, 17, 98, 20,209, 25,316, 28, 44, 33,422, 36, 46, 41,435, 44,268, 49, 87"	40	45	40	65	65	40	104	"5,5"	"242, 29, 253, 174, 129, 435, 423, 424, 422"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	"Static, Lightningrod"	ELECTRIC	        0506      10          161718    21  232425  27        32  3435            4243444546                    5758                      70    73        78      8283      87    90          H4        
310	MANECTRIC	Discharge Pokémon	It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.	"Slow (max: 1,250,000 EXP)"	45	"  1,424,  1, 33,  1, 86,  1, 43,  1,336,  4, 86,  9, 43, 12,336, 17, 98, 20,209, 25,316, 30, 44, 37,422, 42, 46, 49,435, 54,268, 61, 87"	70	75	60	105	105	60	168	"5,5"		"50% female, 50% male"	70	5120	","	"0,0,0,2,0,0"	"Static, Lightningrod"	ELECTRIC	        0506      10        15161718    21  232425  27        32  3435            4243444546      50            5758                  68  70    73        78      8283      87    90          H4        
311	PLUSLE	Cheering Pokémon	"It cheers on friends. If its friends are losing, its body lets off more and more sparks."	"Medium (max: 1,000,000 EXP)"	200	"  1, 45,  3, 86,  7, 98, 10,270, 15,209, 17,227, 21,313, 24,383, 29,129, 31,313, 35,268, 38, 87, 42,226, 44, 97, 48,387, 51,417"	60	50	40	95	85	75	120	"6,6"	"164, 273, 47, 186"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	Plus	ELECTRIC	          06      10          161718    21  232425  27        32  34              42434445                    565758                      70    73        78      8283    8687    90                    
312	MINUN	Cheering Pokémon	It communicates with others by lighting up its rear at night. It loves ILLUMISE’s sweet aroma.	"Medium (max: 1,000,000 EXP)"	200	"  1, 45,  3, 86,  7, 98, 10,270, 15,209, 17,227, 21,204, 24,383, 29,129, 31,313, 35,268, 38, 87, 42,226, 44, 97, 48,376, 51,417"	60	40	50	95	75	85	120	"6,6"	"164, 273, 47, 186"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	Minus	ELECTRIC	          06      10          161718    21  232425  27        32  34              42434445                    565758                      70    73        78      8283    8687    90                    
313	VOLBEAT	Firefly Pokémon	"With its sweet aroma, it guides VOLBEAT to draw signs with light in the night sky."	"Erratic (max: 600,000 EXP)"	150	"  1,148,  1, 33,  5,104,  9,109, 13,236, 17, 98, 21,294, 25,324, 29,182, 33,270, 37,428, 41,405, 45, 38"	65	73	55	85	47	75	146	"3,8"	"226, 318, 271, 227, 405"	Always male	70	3840	","	"0,0,0,1,0,0"	"Illuminate, Swarm"	BUG	01  03    06      1011        16171819  2122  2425  27    303132  34          40  4243444546        51        565758      62              70    73      7778      8283      87  8990                    
314	ILLUMISE	Firefly Pokémon	ROSELIA raised on clean drinking water are known to grow vividly colored flowers.	"Fluctuating (max: 1,640,000 EXP)"	150	"  1, 33,  5,230,  9,204, 13,236, 17, 98, 21,273, 25,227, 29,260, 33,270, 37,428, 41,405, 45,343"	65	47	55	85	73	75	146	"3,8"	"226, 318, 74, 227, 405"	Always female	70	3840	","	"0,0,0,1,0,0"	"Oblivious, Tinted Lens"	BUG	01  03    06      1011        16171819  2122  2425  27    303132  34          40  4243444546        51        565758      62              70    73      7778      8283      87  8990                    
315	ROSELIA	Thorn Pokémon	Almost all its body is its stomach. Its harsh digestive juices quickly dissolve anything it swallows.	"Parabolic (max: 1,059,860 EXP)"	150	"  1, 71,  4, 74,  7, 40, 10, 78, 13, 72, 16, 73, 19,345, 22,320, 25,202, 28,390, 31,230, 34,275, 37, 92, 40, 80, 43,312, 46,235"	50	60	45	65	100	80	152	"6,7"	"191, 235, 42, 178, 79, 75, 170, 437"	"50% female, 50% male"	70	5120	","	"0,0,0,0,2,0"	"Natural Cure, Poison Point"	GRASS/POISON	          06    091011          171819  2122        27    30  32      36          42434445              53        58                      70        75  7778      828384  8687    90    H1              
316	GULPIN	Stomach Pokémon	It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.	"Fluctuating (max: 1,640,000 EXP)"	225	"  1,  1,  6,281,  9,139, 14,124, 17,133, 23,227, 28, 92, 34,254, 34,255, 34,256, 39,188, 44,380, 49,378, 54,441"	70	43	53	40	43	53	75	"11,11"	"138, 151, 123, 220, 174, 194"	"50% female, 50% male"	70	5120	","	"1,0,0,0,0,0"	"Liquid Ooze, Sticky Hold"	POISON	    03    06    091011  13      171819  2122        27    30  32  34  36          42434445      49                58          64                          78      8283  85  87    90          H4  H6    
317	SWALOT	Poison Bag Pokémon	They swarm any foe that invades their territory. Their sharp fangs can tear out boat hulls.	"Fluctuating (max: 1,640,000 EXP)"	75	"  1,  1,  1,281,  1,139,  1,124,  6,281,  9,139, 14,124, 17,133, 23,227, 26, 34, 30, 92, 38,254, 38,255, 38,256, 45,188, 52,380, 59,378, 66,441"	100	73	83	55	73	83	168	"11,11"		"50% female, 50% male"	70	5120	","	"2,0,0,0,0,0"	"Liquid Ooze, Sticky Hold"	POISON	    03    06    091011  13  15  171819  2122      2627    30  32  34  36          42434445      49                58          64      68                  78      8283  85  87    90          H4  H6    
318	CARVANHA	Savage Pokémon	Its fangs rip through sheet iron. It swims at 75 mph and is known as “The Bully of the Sea.”	"Slow (max: 1,250,000 EXP)"	225	"  1, 43,  1, 44,  6, 99,  8,116, 11,184, 16,423, 18,103, 21,207, 26,372, 28,242, 31,453, 36, 97, 38, 36"	45	90	20	65	65	20	88	"12,12"	"56, 38, 37, 246"	"50% female, 50% male"	35	5120	","	"0,1,0,0,0,0"	Rough Skin	WATER/DARK	    03    0607    10  121314    1718    21          27        32                414243444546                55    58              66                      7879    8283      87    90        H3      H7  
319	SHARPEDO	Brutal Pokémon	"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose."	"Slow (max: 1,250,000 EXP)"	60	"  1, 43,  1, 44,  1, 99,  1,116,  6, 99,  8,116, 11,184, 16,423, 18,103, 21,207, 26,372, 28,242, 30,163, 34,453, 40,269, 45, 97, 50,130, 56,400"	70	120	40	95	95	40	175	"12,12"		"50% female, 50% male"	35	5120	","	"0,2,0,0,0,0"	Rough Skin	WATER/DARK	    03  050607    10  12131415  1718    21        2627        32            39  414243444546                55    58              66  68      72          7879    828384    87    90        H3H4  H6H7  
320	WAILMER	Ball Whale Pokémon	"The biggest of all Pokémon. It can dive to a depth of almost 10,000 feet on only one breath."	"Fluctuating (max: 1,640,000 EXP)"	125	"  1,150,  4, 45,  7, 55, 11,205, 14,250, 17,310, 21,352, 24, 54, 27,156, 31,362, 34,323, 37,133, 41,291, 44,340, 47, 56"	130	70	35	60	70	35	137	"5,12"	"38, 37, 207, 173, 214, 174, 90, 321, 111, 34"	"50% female, 50% male"	70	10240	","	"1,0,0,0,0,0"	"Water Veil, Oblivious"	WATER	    03  050607    10    1314    1718    21        2627        32            39    42434445                  55    58                          72          78      8283      87    90        H3H4  H6H7  
321	WAILORD	Float Whale Pokémon	"Its humped back stores intensely hot magma. In rain, the magma cools, slowing its movement."	"Fluctuating (max: 1,640,000 EXP)"	60	"  1,150,  1, 45,  1, 55,  1,205,  4, 45,  7, 55, 11,205, 14,250, 17,310, 21,352, 24, 54, 27,156, 31,362, 34,323, 37,133, 46,291, 54,340, 62, 56"	170	90	45	60	90	45	206	"5,12"		"50% female, 50% male"	70	10240	","	"2,0,0,0,0,0"	"Water Veil, Oblivious"	WATER	    03  050607    10    131415  1718    21        2627        32            39    42434445                  55    58                  68      72          78      8283      87    90        H3H4  H6H7  
322	NUMEL	Numb Pokémon	"It has volcanoes on its back. If magma builds up in its body, it shudders, then erupts violently."	"Medium (max: 1,000,000 EXP)"	255	"  1, 45,  1, 33,  5, 52, 11,222, 15,116, 21, 36, 25,133, 31,436, 35,414, 41, 89, 45, 53, 51, 38"	60	60	40	35	65	45	88	"5,5"	"336, 184, 34, 205, 111, 23, 281, 246, 426, 257"	"50% female, 50% male"	70	5120	"DRAGON SCALE,"	"0,0,0,0,1,0"	"Oblivious, Simple"	FIRE/GROUND	          06      1011          17      21        262728      32    35  373839    42434445        50              58    61                            76  78  80  8283      87    90          H4  H6    
323	CAMERUPT	Eruption Pokémon	It burns coal inside its shell for energy. It blows out black soot if it is endangered.	"Medium (max: 1,000,000 EXP)"	150	"  1, 45,  1, 33,  1, 52,  1,222,  5, 52, 11,222, 15,116, 21, 36, 25,133, 31,436, 33,157, 39,414, 49, 89, 57,284, 67, 90"	70	100	70	40	105	75	175	"5,5"		"50% female, 50% male"	70	5120	"DRAGON SCALE,"	"0,1,0,0,1,0"	"Magma Armor, Solid Rock"	FIRE/GROUND	        0506      1011      15  17      2122      262728      32    35  373839    42434445        50              58    61    64      6869  71        76  78  80  8283      87    9091        H4  H6    
324	TORKOAL	Coal Pokémon	"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."	"Medium (max: 1,000,000 EXP)"	90	"  1, 52,  4,123,  7,110, 12,174, 17, 83, 20,108, 23,229, 28, 53, 33, 34, 36,182, 39,436, 44,334, 49,133, 52,175, 55,257"	70	85	140	20	85	70	161	"5,5"	"284, 203, 214, 281, 89, 90"	"50% female, 50% male"	70	5120	","	"0,0,2,0,0,0"	White Smoke	FIRE	          06      1011      15  17      212223    2627        32    3536  3839    42434445        50              58    61    64      68    71    74  76  78  80  8283      87    90          H4  H6    
325	SPOINK	Bounce Pokémon	It uses black pearls to amplify its psycho-power. It does an odd dance to gain control over foes.	"Fast (max: 800,000 EXP)"	255	"  1,150,  7,149, 10,316, 14, 60, 15,244, 18,109, 21,277, 26,428, 29,156, 29,173, 34,371, 41, 94, 46,408, 48,340"	60	25	35	60	70	80	89	"5,5"	"248, 326, 164, 271, 428, 133, 243"	"50% female, 50% male"	70	5120	","	"0,0,0,0,0,1"	"Thick Fat, Own Tempo"	PSYCHIC	      04  06      101112      161718    21  23      27  2930  323334            414243444546  4849              5758              6667    70    73      7778      8283  858687    90  92                
326	GRUMPIG	Manipulate Pokémon	No two SPINDA have the same pattern of spots. Its tottering step fouls the aim of foes.	"Fast (max: 800,000 EXP)"	60	"  1,150,  1,149,  1,316,  1, 60,  7,149, 10,316, 14, 60, 15,244, 18,109, 21,277, 26,428, 29,156, 29,173, 37,371, 47, 94, 55,408, 60,340"	80	45	65	80	90	110	164	"5,5"		"50% female, 50% male"	70	5120	","	"0,0,0,0,0,2"	"Thick Fat, Own Tempo"	PSYCHIC	01    04  06      101112    15161718    21  23      27  293031323334            414243444546  4849    5253    565758  60          666768  70    73      7778      8283  858687    90  92                
327	SPINDA	Spot Panda Pokémon	It makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down.	"Fast (max: 800,000 EXP)"	255	"  1, 33,  5,253, 10,383, 14,185, 19, 60, 23, 95, 28,146, 32,389, 37,298, 41,244, 46, 38, 50,175, 55, 37"	60	60	60	60	60	60	85	"5,8"	"227, 157, 274, 50, 226, 273, 271, 265, 252, 272, 427"	"50% female, 50% male"	70	3840	","	"0,0,0,0,1,0"	"Own Tempo, Tangled Feet"	NORMAL	01  0304  06      1011          1718  2021          272829303132  34        39    4243444546  4849            56  58  60            67    70            7778  80  8283  85  87    90  92      H4  H6    
328	TRAPINCH	Ant Pit Pokémon	"It violently shudders its wings, generating ultrasonic waves to induce headaches in people."	"Parabolic (max: 1,059,860 EXP)"	255	"  1, 44,  9, 28, 17,185, 25,328, 33,242, 41, 91, 49,201, 57, 63, 65,414, 73, 89, 81,364, 89, 90"	45	100	45	10	45	45	73	"3,3"	"116, 98, 16, 175, 210"	"50% female, 50% male"	70	5120	","	"0,1,0,0,0,0"	"Hyper Cutter, Arena Trap"	GROUND	          06      1011      15  17  19  2122      262728      32        37  39    42434445                        58                                      78  80  8283      87    90          H4  H6    
329	VIBRAVA	Vibration Pokémon	It whips up sandstorms with powerful flaps of its wings. It is known as “The Desert Spirit.”	"Parabolic (max: 1,059,860 EXP)"	120	"  1, 49,  1, 28,  1,185,  1,328,  9, 28, 17,185, 25,328, 33, 48, 35,225, 41,103, 49,201, 57, 63"	50	70	50	70	50	50	126	"3,3"		"50% female, 50% male"	70	5120	","	"0,1,0,1,0,0"	"Levitate, Levitate"	GROUND/DRAGON	          06      1011      15  17  19  2122      262728      32        37  39    42434445  47      51            5859    62                              78  80  8283      87  8990      H2  H4H5H6    
330	FLYGON	Mystic Pokémon	"By storing water in its body, this desert dweller can survive for 30 days without water."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 49,  1, 28,  1,185,  1,328,  9, 28, 17,185, 25,328, 33, 48, 35,225, 41,103, 45,337, 49,201, 57, 63"	80	100	80	100	80	80	197	"3,3"		"50% female, 50% male"	70	5120	","	"0,1,0,2,0,0"	"Levitate, Levitate"	GROUND/DRAGON	  02      06      1011      15  17  19  212223    262728      32    35  37383940  42434445  47      51            5859    62          68    71            78  80  8283      87  8990      H2  H4H5H6    
331	CACNEA	Cactus Pokémon	"It becomes active at night, seeking prey that is exhausted from the day’s desert heat."	"Parabolic (max: 1,059,860 EXP)"	190	"  1, 40,  1, 43,  5, 71,  9, 74, 13, 73, 17, 28, 21, 42, 25,275, 29,185, 33,191, 37,389, 41,371, 45,302, 49,178, 53,201, 57,194"	50	85	40	35	85	40	97	"7,8"	"320, 51, 298, 223, 68, 67, 265, 345, 402"	"50% female, 50% male"	35	5120	","	"0,0,0,0,1,0"	Sand Veil	GRASS	01        06    091011          17  19  2122        27      3132        37        42434445              53    56  58  60          66      70        75    7879    828384  8687    90    H1              
332	CACTURNE	Scarecrow Pokémon	"Its wings are like cotton tufts. If it perches on someone’s head, it looks like a cotton hat."	"Parabolic (max: 1,059,860 EXP)"	60	"  1,279,  1, 40,  1, 43,  1, 71,  1, 74,  5, 71,  9, 74, 13, 73, 17, 28, 21, 42, 25,275, 29,185, 35,191, 41,389, 47,371, 53,302, 59,178, 65,201, 71,194"	70	115	60	55	115	60	177	"7,8"		"50% female, 50% male"	35	5120	","	"0,1,0,0,1,0"	Sand Veil	GRASS/DARK	01        06    091011      15  17  19  2122        27      3132        37        42434445            5253    56  58  60    63    66  68  70        75    7879    828384  8687    90    H1    H4        
333	SWABLU	Cotton Bird Pokémon	It looks like a fluffy cloud when it is in flight. It hums with its soprano voice.	"Erratic (max: 600,000 EXP)"	255	"  1, 64,  1, 45,  5,310,  9, 47, 13, 31, 18,219, 23, 54, 28, 36, 32,363, 36,119, 40,287, 45,406, 50,195"	45	40	60	50	40	75	74	"4,14"	"97, 114, 228, 99, 297, 407"	"50% female, 50% male"	70	5120	","	"0,0,0,0,0,1"	Natural Cure	NORMAL/FLYING	          06      1011  13      1718  202122        27        32              40  424344454647      51            5859                                  7778      8283  85  8788  90      H2            
334	ALTARIA	Humming Pokémon	It has feuded with SEVIPER for many generations. Its sharp claws are its biggest weapons.	"Erratic (max: 600,000 EXP)"	45	"  1,365,  1, 64,  1, 45,  1,310,  1, 47,  5,310,  9, 47, 13, 31, 18,219, 23, 54, 28, 36, 32,363, 35,225, 39,349, 46,287, 54,406, 62,195, 70,143"	75	70	90	80	70	105	188	"4,14"		"50% female, 50% male"	70	5120	","	"0,0,0,0,0,2"	Natural Cure	DRAGON/FLYING	  02    0506      1011  13  15  1718  20212223    2627        32    35    38  40  424344454647      51            5859                68                7778      8283  85  8788  90      H2      H6    
